,textID,text,label,label_text
9341,b54cf2bb2a,Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',0,negative
4092,4684a2b855,friday night is my fav night of the week but now I have to go to stupid dog training classes,2,positive
10630,997d940897,"Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...",1,neutral
765,6bba94d225, great show,2,positive
1440,f36ca75512," Ashlie, thank you.  You made me feel a little better.",2,positive
19663,edf9ec7197,  in all honesty...pain   blech.,1,neutral
11343,b8db2068c6,Is @ the pantry,1,neutral
13800,c1be5778cd,is going out in the rain,1,neutral
3872,a8ebf9a4b4, but he looks so much better with short hair,2,positive
16938,cd8deca773,Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,2,positive
20157,ab8363c725, GAH! I got some of your songs off itunes  I`m so happy! They`re SO AWESOME!!! keep it up!,2,positive
17670,728f1c618d,  I was watching Parental Control,1,neutral
4865,e0e51e9d4e, idkk if il get to see it again,1,neutral
16927,fa0813c599,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,1,neutral
2620,6711eacdd3,is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,1,neutral
16557,43e658a79f," well, the requirements are quite high as well",1,neutral
15199,91b3ebad65,"_music im always blunt with my feelings, never seems to do any good",0,negative
15714,a4439217cb,I`m making a logo on photoshop & it didn`t work out..  hehe.. try again lah..,1,neutral
6709,a0216fc825,  i get migranes.. so .. that leaves you to either arthritis and/or gout!,0,negative
10220,8a24c189a8,Is leaving Utah today  Super Sad Face,0,negative
3026,bb4b9b1286,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.,1,neutral
19180,a637a8c594," :3, Youtube loves my HD videos  well maybe.",2,positive
4102,d25eac87d2,"Surely you have guessed, the Arbiter is no other than Judith.",1,neutral
1298,743c5b85ca,watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,2,positive
20483,0d91c5b0d3, I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,0,negative
6338,2d551fbb8b,Such a beautiful day. I just wish I had the energy to enjoy it.,2,positive
2022,0965b61ef3, Ahhhhh  Well at least I`m up to!,1,neutral
19885,a248c85fab,Going to third,1,neutral
17616,e9258e52e8,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,1,neutral
7372,50ea3c07b4, i didnt get the msg!! :`( but i bought princess,0,negative
9385,db0604e817,i really cant take this.,0,negative
2685,1e8e9c0d23,  that`s bad luck!,0,negative
19381,2ed974138e,#Happy Stars Wars day....Me`s a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,1,neutral
71,e57c69be7a, Looking forward to android 1.5 being pushed to the G1 then?,1,neutral
10603,3e2e986a68,Im not happy,0,negative
7785,17a362db4b,i can`t believe my little brother is married...,1,neutral
1025,d6d8eec891, good morning from Lincolnshire. I could use some exercise also,2,positive
9103,5c2f7d006f,Watching Ace of Cakes: LOST edition omfgggg,1,neutral
9404,1b1b02af59,Just came 11th in cross country and beat dumbo,1,neutral
8650,ba62103b3e,poor baby girl chloe is freaking out because of all of the noise!  She so cute and pitiful hiding under the middle of the table!,1,neutral
16368,a7cf535d88,lip syncing 'im so excited' wit blairr then were gonna youtube it,1,neutral
15060,7084ccda2b, ay uuuu  happy mothers day,2,positive
19394,d99e6abe40,How does this Follow Friday thing work?  I don`t have any real followers,1,neutral
17726,f983c9361d,is home whoott. Happy Mother`s Day Madre,2,positive
9537,a946e76161, **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,2,positive
9636,bb4c875f51,all my pancakes always end up soggy.,0,negative
13470,3cf6b4ba3d, lol thanks!there scary to wear though,1,neutral
3499,c3895e34db, It is a sad commentary is it not?,0,negative
2496,dad4a7a344,gosh! i`m freakin` bored! talk to me!,0,negative
13539,10b2a14840,watching HGTV at 236am lol wtf must love me some home decor,1,neutral
18123,b1121e2efe, lol The sun is hiding hes having a lie in  hows you?,1,neutral
2422,f5d5719228, So am I.,1,neutral
12553,f2fbf39ab5," Unfortunately, yes...not outside!",0,negative
19229,93b12dec43,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",2,positive
2732,7c08c38000," thanks for viewing my portfolio www.wahliao.com  I`ll be updating it sometimes, will keep u updated.",2,positive
80,d0c2af8892,_Hall Is that why you aint answer my call? Thought we were homies!?,0,negative
4217,bb19849987,"this time, i really need to shut it.. i`m going to sleep! my head aches badly and i really can`t take it..",0,negative
4242,e8b0ea7c60,whooaaa. just got an overwheolming itus attack after eating,2,positive
3811,7f029099aa, You are very welcome. You deserve #followfriday every day!,2,positive
12325,1efad1b003,playing my new ds lite!    Love it!,2,positive
12524,3e73b119d8, I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,0,negative
8148,ba03ec478e,This cigarette is so relaxing,2,positive
20044,68a2d75b38," whaatttaatttt! she is a good cook and really creative, silly sierra",2,positive
1359,5eee28c9e1,Happy Mothers Day Mommy!!! I love you && your the best...,2,positive
17441,93d7a01f0c, oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there,2,positive
9840,ec2ff2e6ae, I prefer overcast days too. Sorry it`s hot where you are.,1,neutral
19641,55346623aa,"Housemate saw Angel & Demons last night, but left me at home. Was looking forward to seeing that  Wanted 2 reminise http://bit.ly/qFsAg",1,neutral
2162,46d59b0513,Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is then...,2,positive
879,a34d594f42,: just had my debut on Thursday @ The Gallery Lounge! It was fun... can`t wait to do the next one!!,2,positive
1578,10e27a89e4,"Yep, . Sleep-fail. In another 7-8 hours, it`ll be D&D-fail.",0,negative
7573,51c47254e5,Just ordered an ASUS Eee PC.,1,neutral
1509,121067760b,I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,0,negative
19179,92c20f3df7,"Mary, Are you not receiving my texts????",1,neutral
20619,f0a9308338,Totally just skid all over the road.,1,neutral
18984,c10aa2ebea,Haha i bet a man did make heels! Im sorry you hurt though.  I hope you feel better!  ~Livelovesing~,1,neutral
4112,2dc51711bc, That`s very funny.  Cute kids.,2,positive
382,3a2f7234bb, happy birthday!,2,positive
1845,f4432e400f,Yay!! My computer came today. Too bad it`s being held hostage at my parents` house until I can pick it up,1,neutral
20732,b11a01ef9b,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,0,negative
7838,59b8c372f9,"Boa tarde, chegay",1,neutral
4568,965c648e73,"Although Wolverine wasn`t a great movie, I don`t think it was as bad as everyone is saying...& at least Taylor Kitsch was in it",1,neutral
6963,a0439fdbc0, i`ll miss y`all back... give  my regards...,0,negative
11226,28a27a7758,studying for my exam tomorrow @ 2 & packin up!,1,neutral
18342,b3cae5cd5b," Guilt trips, feeling sick, pressure. stress and too much drama",0,negative
13194,3e188a0b29, If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,2,positive
21200,69db8f3c7e,well paisley has one of those cone things around her head...SO funny but I feel bad for her,1,neutral
12002,4dafa796c5," what about the dilfs? Oh wait, wrong month....HAPPY MOTHERS DAY",2,positive
15416,3d772a60d6,Actually I`m really missing Fabian  Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,0,negative
5279,012d05cada,Friday has a whole different meaning when you have to work Saturday and Sunday,1,neutral
11678,82849c9214,500! updates! wooow!! haha!!,2,positive
14015,db01ffbc9f, http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards,2,positive
13176,8a088af6b1,"  i`m having tuna & noodles thing, smashed potato cakes &......?   Winksy says hi.",1,neutral
9434,df3a00aeef,why me? i am about to read another ecology book for two hours. its all good fun today,2,positive
3614,d4d8e06110,Ugh! I can`t access through my mobile web!,0,negative
2108,9a3a1cc74f, Nope probably revision  Hbu? x,1,neutral
10778,9bdcfc75d3,Just got a shot on my arm. Eww.,1,neutral
7773,b880cb3f97,"UGGG my computer is running SOOO SLOW today, it`s driving me batty! Guess its time to remove files and defrag AGAIN UGG want a MAC",0,negative
16320,e185cc07fa," I had recommended Harney & Sons (http://www.harney.com/) from where I order much of my tea, I think.",1,neutral
6032,b2f1c9c1a0,is ready for summer!!!,1,neutral
5323,985e1b5055,watching beauty & the beast  haha,2,positive
19204,a52b69d7e1,Boreedd,0,negative
19589,d6ab7051a7, I`ve been using the Sennheiser CX 300 earbuds for 8 months and I love them.  Don`t know if they`re available in MU though.,2,positive
11351,e68ba5a7bb,Its a lovely 58 degrees right now at 7am.  amazing. Enjoy melting vegas. :l,2,positive
4183,b43a159bfe, Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!,1,neutral
13071,2e850a4143,iPhone SDK & I are going to become friends today. Even if it kills me,1,neutral
20675,bb6c360774," _aston Welcome to Twitter! Let me know if you have any questions, would love to help.",2,positive
20250,3d890a18aa,FREE FREE FREE- just a pesky registration but after that  ENJOY http://bit.ly/rlQGu,2,positive
636,47753d6abc,"Everytime I send an email to my coach, I feel a need to practice.   **** balls.  Lol",1,neutral
8983,ce8d751c03, not there but wish I were,1,neutral
3219,62a1a7e8ea,"Wah, my fav whattaburger location is closing on the 31st. ****. Good thing I`m moving.  ****  Mon/fri won`t be the same",1,neutral
17798,50d1327eb9," yeah, I have revision to do, but gonna go starbucks instead",1,neutral
6282,9d930e1a59, i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,1,neutral
16348,796bcd0332,"_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it`s not pretty....",0,negative
17562,dc44d46fd8,just got home from the City Lights show  yeahhh!,1,neutral
14850,3955969d69,Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days,2,positive
1193,ca05889bb8,Organic chemistry  ah so confusing!,0,negative
45,421944b580,Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,2,positive
12834,804efc7f73, i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,0,negative
19443,c3e5cad4ff," A couple of other guys did similar mods, so it may not have been mine that  saw. I think mine`s the best, but I`m biased",1,neutral
976,959334148b,rsvp-ed qiuqiu`s wedding invitation,1,neutral
15869,785ba39eed, I`ll save you,1,neutral
6786,59d29da933,Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^,2,positive
12117,6a809657db,prom tonight.. too bad im not going to be there,0,negative
2963,0e2712b388,  awwwww i`m such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,2,positive
5563,ec608a5078, yeah it is,1,neutral
13845,9c5f48c7e0,"Had drums, but they where made up of other peoples sets, so, had to give them all back",1,neutral
9776,ea4429b35a,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",2,positive
18840,2a2fd0848d,"finally gone to the beach, yeaaaah!",2,positive
12266,b201acdcdc," Had lunch at Bittercreek, they were out of Hopnoxious  Had Sweetgrass IPA tho, so all is still right in the world.",2,positive
4515,2af3e32a99,Greenville for the weekend for my best friends birthday and leaving way later than i wanted...,1,neutral
9581,eb80f7bb93,_Kate i know its heaps awesome. if your not working all weekend,2,positive
20213,1c33228326,Morning all - happy Star Wars day - May the 4th be with you!,2,positive
1975,825f9780d9," logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop",1,neutral
12104,4228d4bbce,Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh.  He is missed - and he was great for espresso.,2,positive
5121,f973d336f8,  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,1,neutral
17827,bce27a09e1,Late night...finally home.,1,neutral
19973,3b8041c925,I think today I shall listen to some Gary Numan before starting some remixes,1,neutral
20410,0040f2c57e, well u weren`t around 2 twit,1,neutral
14714,0a21ec71d4,My best friend is away at special olympics . She said she was gonna bring me .,2,positive
11906,2005f1cf47, yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,1,neutral
6889,0dbaca8e07, goood,2,positive
17970,17c58188cb,just made DIY acid wash shorts! can`t wait to see what they look like,1,neutral
19767,a1612cb824,_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,0,negative
20745,7ef06f7c67, Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,0,negative
11032,e4a1945972,Just finished watching 'Marley and Me',1,neutral
7616,6f47fd4264,"Nothing like 10P to kick-off the Bank Holiday, dig the haircut Luke! Next stop...Selfridges",1,neutral
14145,a67e879d1f," already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",0,negative
18362,0da534d307,I wish i could sleep past four a.m. on my nights off  good morning!,2,positive
10239,a09b82355f,#Ajax #php! Just thinking about a concept of autorefresh! _chander made a mistake here,0,negative
1751,485368aff9,  you don`t love me anymore!,0,negative
16937,7fa6b8e981,i got no followers i only have like 2  someone follow Me please?,1,neutral
13614,4034294a60,#followfriday     follow these ppl ... they are interesting ..  doesnt tweet much though,2,positive
432,1a7b921e43,My dreams have been crushed...Spock does not like the ladies.,0,negative
11591,04afd54549,Yay we`re gonna leave earlier!  Can`t wait to get back to Hawthorne!,2,positive
5167,2586b40b4d,: no i`m not going.,1,neutral
7600,e871d4101f,no more brother for 2 weeks.....,2,positive
1832,4f8a0ed33a, DUDE WHAT? I WANNNNAAAA GOOOOOO,1,neutral
9632,19d4c27675,I would love to sleep with pete Lmfao   jk,2,positive
14564,fc32a579fa,"_carter Gotta make the video public, dear. LOL ...can`t see it.",1,neutral
10264,c6d1f52386,hahaha. tea at grandma`s was sweat. yep.,1,neutral
37,1297476ee5,finished the book... vat a good book <3333,2,positive
8768,3abe2b51bb,*PEN JAM CLEARED* CLICK!,1,neutral
17753,3f54f9549f,Ichigo has been good at Ping&pooping outside but not used to the fact he doesn`t have his sister  lonely puppy,0,negative
6203,0d450d9607,I wanna see my mama but she hasn`t called me back yet  MAMA...MAMA!!!,0,negative
3988,fe80c21e0f,has heart burn,0,negative
16283,b10af71d3a,watching merlin omg he is cute,2,positive
713,a396c8b61a,"is almost done with the third/chapter cover page, yay",2,positive
559,f5f2a709ca, I like them. I mean I like what`s left of them.,2,positive
17662,20c1ddf005, it wont work in the uk,0,negative
18340,4b0eb2c865,"****. have to break my 'no work in weekend' rule  so much overloaded with work. aargh, hate it!",0,negative
2335,2c1fa225e0,"Yay, a live demo of Rhodes. Loving this more and more  #euruko",2,positive
17876,9879d4da1e, will be following you tomorrow!!  sleep well,2,positive
15501,217c22cfad," well, maybe you can always head for CNT. be sure to save some for me!",2,positive
8831,12b20a0f7b, heyyy girl.. havent tweeted u all week. hope all is well with you,2,positive
13027,d106e7a5f5,So annoyed I missed Mitch Benn @ Lemon Tree. **** you What`s On!,0,negative
9073,2d8a1632cd,I miss my boys,0,negative
13551,6f7235f0ab,"Back from the pub, want more peroni",1,neutral
8759,48ba01d8cb,"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",0,negative
17830,c0c4ac7c7a, YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.,0,negative
21225,da7deb07e3," I`m back on Long Island today after spending the weekend in Manchester, VT. Hope you have a great week ahead.",2,positive
10437,87eed4dc97, its it done?,1,neutral
12459,013854711a, thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don`t take one if I do,2,positive
16112,cc64054043,Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!,0,negative
8330,8537872198,I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,1,neutral
7432,adf8bf2927, hi.wanna see 17 again again with me ;) i`ll fly to cali and see it with you,1,neutral
16745,f98758d586, yeah! but too late hun  lol,1,neutral
8431,0f787e5444, NO GO ROVE GO THE MCMANUS`  adam is cool tho,1,neutral
2670,38475e87c7,Time to do house chores! Ugh!,0,negative
3747,0b5c2a7d7c,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",1,neutral
14612,8c6a1915fc, oh well   Its great to see the canadian math trades getting bigger though.,2,positive
1597,1bfce339c6,"want my new lappytop now, but the site says it won`t be here till 6/9",1,neutral
17299,57053c2d16," nope, would be no music",1,neutral
4490,991ac1e45c, No! Why?,1,neutral
20840,e2c9efe517,Sick......and no it`s not the swine flu atleast I hope not,0,negative
16442,948841b0e3,Today was eventful...,2,positive
9372,70021c0ca4," you seem desperate,that says probly enough",0,negative
15983,d3f4ac04d6,Final final of the semester,1,neutral
6007,83ac9989ef,Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,2,positive
18847,a560856b3b,_cook Guess I am very shallow then!,1,neutral
4302,730cddf438, i`m fake. . Is that the same?   ~K~,1,neutral
3006,06fab1805b,I`m going to open up PROVERBS and get as much wisdom as possible-I`m hungry!,1,neutral
18818,2945bc7632,feeling really dizzy  not soo good,0,negative
8282,56c68e6b45," Thanks, none close to me.",2,positive
17959,6442cd9e0b,Beer pong and dubstep. Good nite,2,positive
1690,a482681447, you can do it,2,positive
13055,0a97d8c0f0,Tummy bugs are lame! Got about an hours sleep if that.,0,negative
625,57e2ede00c, I know right  but hopefully something comes up though,2,positive
7523,5d56612b5e,is incredibly worried about Stanley...,0,negative
5830,718fadb8ce, I KNOW!!!! Its all stormy outside.. and my hair looks cute today..  hahah,2,positive
1741,d5b83f848c, of couuuurse fika  i`ll pray thes best for you then.,1,neutral
14747,b46e4e7f4a,"AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",2,positive
13084,7672922e27,"Alright, I think it`s time for bed...even though I`ll probably surf the net for another hour before I go to sleep lol! Goodnight",2,positive
16516,094308c089," thanks babe. I guess I will find the right person one day, til then I`m better off alone",2,positive
2829,c9a3f9ce68," Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those",1,neutral
16636,657d37972a,Thanks to my assignment im off to work today!,2,positive
18015,1c2203199e,Living my life,1,neutral
12917,99fb8ae709, My windows open and its not that cold ahahah,2,positive
21810,8821c2f2a8, Oops! I got taken ...,0,negative
19807,e451131bc1,awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..,1,neutral
20690,7e75681229, Sorry to hear that.  Keep the faith though.  I might not be as bad as you think.,1,neutral
15118,e92751610f,   People are cruel sometimes.  I can`t imagine being a Star.,0,negative
10447,a1e6b3b6db,- im hungry...but there`s no food at mah house.,0,negative
16155,c4f0784c9c,Happy Mothers Day to all the mommy`s out there!,2,positive
7939,62ac825994, I`m sorry about your bad driving experiences.,0,negative
8027,592bff4a07,wish my nicky were home too,1,neutral
3413,c0ac6ef8fb,ughhh rejected from the 09 mediation program. SUCKSSSS.,0,negative
16598,16de683698,"  I`ve already done my washing, I have a spring in my step this morning",1,neutral
19988,d0a44ffdcd,Pwnd from all sides,1,neutral
16900,9cf994a0c3," What makes me sad is when I follow someone I converse with and have similar bios, but they don`t follow me back!",0,negative
906,fd987ed435,Surgery.,1,neutral
9228,06cee4288f,As it turns out I do NOT get to go see The Decemberists...,1,neutral
11885,1ba776466c, how long did it take you to learn the song,1,neutral
19775,0d2d2e4e93,American trade journalists ask PRs `how are you` almost 100% of the time; UK journalists? Erm...not so much   How come?,1,neutral
760,26ab46f249,"Welcome  !!! Let me suggest to you  and . You`ll love `em! In other news, my algae fish died today",1,neutral
3118,79ba607882,Got a right bad headache,0,negative
986,90047c2ef4,I need to be sleeping.. But i`m not even tired..,1,neutral
13954,3d05361785,about to start work and missing him like crazy.I wont be seeing him till Tuesday,0,negative
15614,0b401a5b19, whatï¿½s hot and new?,1,neutral
20605,413b2415a4,about to play my first game of apple to apples!!   wish me luck...,1,neutral
13165,897d2313ce,im going to work,1,neutral
12540,f9e7cec877, rlly dead?  Descanse em paz... #luto #sad #RIP,0,negative
21694,ef972f66ed, Yes! I feel the same.  I`ve still got lots in boxes.  It`s so fun though.  Got to my new place yesterday.,1,neutral
19258,92f9c51213,Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,2,positive
10245,32ed03e46d,Eating a dillybar from DQ! Yuuum,2,positive
295,fda387126d, yeah  it will get better though  i know it!,1,neutral
12898,ee9df322d1,"   Sorry, we`ll try to keep it down.",0,negative
11735,5fd23fd952,Loves her david soooooo much <3,2,positive
1785,e22769a7d7,Worried for my cousin and her son,0,negative
4382,88ea1068e3, remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,2,positive
2258,0e75c78838,has a headaaaaaaaaaaaache,0,negative
5318,9782804e9a,stuck in huge traffic jam,0,negative
5854,af18528fe8, i miss yoooooooooooooooooooou my poia,0,negative
21488,22cb6d05cf,WOW Panic at the disco en Abbey Road,1,neutral
9476,9319afe3f3,ugh!!! i hate my life! no one is hiring! *sigh* stupid economy.... stupid bush,0,negative
15341,694f38cdb8, OHH. haha ok thanks,1,neutral
15797,d9f2cebb13,Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,1,neutral
19741,e929d765eb," The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online",1,neutral
9904,50beac3041,_west and by music I meant awesome Christian artists.,2,positive
5733,38633124d8," thanks, Mandy!  What a good sister you are.  That may be true, but unfortunately my road tires can`t say the same.",2,positive
5769,51ebbe6ed8," you`re welcome char, glad you liked the cake, it`s pretty simple you should give it a try",2,positive
21931,1bc5fc5da1,i guess i`ll do both since i cant really decide which one to choose,1,neutral
8741,cd2097535f,We`re dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,0,negative
17593,ba1cac8f6b, its just one of those days....,1,neutral
8462,a61820a07f,"Right, **** the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",0,negative
7986,4bc0a95c7f, Pleaseee Give Me A Shoutout  Love Georgia (UK),2,positive
19213,e2c0300846,"Making a video for HitRecord... hope it comes out well, it`ll be my first record",2,positive
3574,20d7cb2f69, Have you managed to breathe since getting the news?,0,negative
14206,b8ec5d3ff2,WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN,1,neutral
7407,6a8e68c833,Just got nudged by Diane.,1,neutral
5308,3ea857c19c,vmware fusion seems getting slower and slower,1,neutral
17614,df724fdbe2,Happy Mother`s Day to all the Momma`s to be and Mommas currently.  Have a wonderful day!!!,2,positive
7313,22e968402f, yessir that is 100% right,2,positive
2648,da9b0c9767, I spell my name alyson too! Aly for short! We spell it the best,2,positive
2586,d94f94668e,watching finding nemo with my nephew so cute!,2,positive
8903,9f2ad821ce,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i`m bored..,1,neutral
6576,0217e3d052,  oh hi terri good now what about you? any good gossip,2,positive
3160,6b43eedde4,"going 2 watch Dogtown, hope it`s not too sad!",2,positive
11009,8ca6f8f0fc,i just learned the hard way that FireWire 800 isn`t backwards compatible with FireWire 400,0,negative
3182,6f7127d9d7,   All this flirting going on - The ATG smiles. Yay.  ((hugs)),1,neutral
17913,cd051bbe44,hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,2,positive
11672,2410a6fa03, Not us as far as I know  hee hee. We`re thinking a few more years first .,1,neutral
2377,8ec29926f1," hey!  not much, you?",1,neutral
4803,5a5b832481, lucky! I still want those blue ones,2,positive
4218,6d260d19cd,I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,0,negative
5692,d3d7a456da, its not just you - its properly dragged this week,0,negative
17896,8ea767a75b,I`m eating egg-whites right out of the pan,1,neutral
21135,3db79a5f97,hanging out at school... last day for seniors,1,neutral
5392,38a6cb940a,I sure do hope it becomes 4:20 this afternoon ...,2,positive
9116,06e8fa9196, I think I`d be like Phoebe`s mom on friends - Stop the movie before the sad part.,0,negative
10615,0010789f06, ooohhh imma need you to get on that asap love you,2,positive
13517,d10467dde7," yes! fb, ah i miss you",0,negative
9371,a2f0739de7,Photo: Great night.  http://tumblr.com/xmo1pgymj,2,positive
20966,7fd1786659,_louise so i can just watch that again  x,1,neutral
16803,f03e4a86e1,I find this tune to be very sexy. Smooth... have a lovely day  ? http://blip.fm/~5yzb6,2,positive
12974,9a130a4bf7, - Jonathan can  you get Priscilla Ahn or Raphael Saadiq on your show - they were fab on the Jools Holland show,2,positive
16860,10d733fe03, I picked up some stuff I missed the 2nd time  And to think you missed all the in jokes too!,0,negative
1754,339ef3748a,"Chillin with my Family. We are getting tacos from Ochoa`s, they have the best food in all Washington county",2,positive
14886,6f07fc712c,_lord But that means you`ll leave me alone.,1,neutral
8978,8415de9c08, 1. i dont  2. LMFAO I WONDER.,1,neutral
15580,28fbee3d08,Please don`t forget us,0,negative
9291,0b76f3a19c,got a lot of shopping done today...really excited bout my new travel journal! Going to go to sleep watching a movie with my cousins,2,positive
10538,9d8354af23, Many thanks!,2,positive
17812,ac4040f7af,watching The Uninvited in my room. Can`t wait to go home. But I have to go to the Deid first.,1,neutral
5372,931fdca6ea, That doesn`t sound fun,0,negative
1879,8382aa3916,is it weird that i really want a harry potter bed spread and pillows???? i wish i could find one that wasn`t gryffindor,0,negative
1613,ed4d068c7a, Dont worry man. You`ll see me just as much this week as you did last week.,2,positive
5829,4c53e09ca3, enjoy!!!  have a good day. don`t forget to twitpic ****,2,positive
13443,5d5178af59," You can get into Canada, but I can`t?  WTF!!!   (Seriously, I`m not allowed to cross the border!)",0,negative
11959,35303d9d63, Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,1,neutral
20388,b72c084326, we found a ride,1,neutral
13425,7135e56a77,spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,2,positive
2015,ad6845975f,Listening to Someday We`ll Know... It`s raining!!!!,1,neutral
20126,3d02e5d22e,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!,0,negative
20999,480d4b07d9,ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...,1,neutral
14255,2c849043ce,Waiting in line @ tryst,1,neutral
5756,a551b7d76d, Its tomorrow!!!!,1,neutral
603,57251ae542,help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one,0,negative
5329,fb6da9be32,Ooooh Kay! Its time for me to stop twitterin and get going...,1,neutral
9753,3f04ff303b, Oooh... that`s right by the zoo... think... in 2 months` time that could be our regular other meeting place,1,neutral
18168,3e67a75303,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,1,neutral
15967,755e26b1b0, Sleeping in for me is sleeping until 8am  But you know I have 3 kids ....,1,neutral
7012,a439c1e25c,"_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days",2,positive
10824,1ff5819a2b,"Not enough pizza ordered, so I didn`t get any. And it was Pizza Delight too!",1,neutral
243,0592558637,  i know i`m changin it again,1,neutral
14591,1bfdda5e5a, Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.,1,neutral
12723,fcef0b8642, true that! don`t know why i bothered this morning cos I just put it up in a pony soon as I got to work anyways,0,negative
8298,4e58188e4d,"To all my friends: Im deeply sorry i`m moving, i will miss u all so very very much!",0,negative
6802,ff465a22d6, ouch. I hate it when that happens.,0,negative
10829,c5a93b6bbb,"_Confidential I tried to use Spinelli to turn him on to GH, but it didn`t really work",0,negative
12970,6cf831995f,awwww bless her  she needs another chance.,2,positive
20713,d4dfb0f247,"  Where`d the songs go on the site, I want 'Do You' on this computer too",1,neutral
21092,436b0306ce,The 10 Coolest Foreign Words The English Language Needs. Check the number one. Amazing!  http://is.gd/s9B1,2,positive
